,followers,genres,id,name,popularity
589,35,[],3T6VP5tdYDJR2H9sc62fMW,Anna Goya,47
590,25171,"['dutch indie', 'dutch indie rock', 'dutch singer-songwriter']",3rkCcFVpbFYCvnNKTT7LUe,I Am Oak,45
591,11243,"['british power metal', 'neo-trad metal', 'nwobhm', 'nwothm']",3OD7fkHK24rI5G6yoaHzmw,Cloven Hoof,21
592,7843,['new orleans americana'],68HziuR2jVOJHuVhJM4H2l,Andrew Duhon,31
593,101935,['contemporary vocal jazz'],0iQDOaYEA5i9RAF0Z73iXb,Angelina Jordan,49
594,44838,"['canadian indie', 'modern alternative rock']",2gWNtwxO5mOAmjE8EWw2qt,USS (Ubiquitous Synergy Seeker),48
595,5282,"['scorecore', 'soundtrack', 'video game music']",28nfdxDKC9hymmAjsfrdIP,Nick Arundel,40
596,47267,"['british jazz', 'indie jazz', 'indie soul', 'uk contemporary jazz']",6O5k8LLRfDK8v9jj1GazAQ,Nubya Garcia,46
597,16895,"['balearic', 'nu disco']",3KuNrap7xPWVJCyBHAE4le,Midnight Magic,39
598,2061,['uk tech house'],3QfdXTOt0oT3CWTg3eEMd1,Roger That (UK),30
599,36,[],78Pm7H24T9om74ZfNs4UF7,Foster Davies,44
600,1745,[],0aixlmLwzH6Sn1Yp3uOtu5,Hannah & Maggie,14
601,4843,['stomp and flutter'],12vInSu21rqLXfH6QKTLl1,Scott Orr,34
602,7292,['go-go'],1Y3CPuN46EPIT3wCTDzPZu,Chuck Brown and the Soul Searchers,32
603,2254,['traditional blues'],65DrfMsqDV0FYVyuu372EA,Casey Bill Weldon,24
604,20979,"['acousmatic', 'avant-garde', 'contemporary classical', 'free improvisation', 'greek contemporary classical']",399s62PfwKlLnrLvBjWFYB,Iannis Xenakis,28
605,210,[],7iCr7BWLxsxFffDaIvUXdy,Jj Sansaverino,11
606,229,['early modern classical'],0zqOzoVbIJ0lVElM6v56ij,Karl-Birger Blomdahl,18
607,3,[],1agrSvX42t5Gd0Poo68KcC,Tammy Madison,48
608,28105,['k-pop boy group'],2jrwm2knXPMawr5p8FuC2h,MOONBIN&SANHA(ASTRO),45
609,348474,"['pop rock', 'scottish singer-songwriter']",1hJuGCUpefX24GFmss9bjH,Amy Macdonald,63
610,4149,[],1OzPxKCB5R3MLxvkdGN03X,Climax,31
611,285,[],060G3dejGKemnHqAIPOSv1,Son Of Caesar,18
612,803,[],1epLtVgUJz01HSPZbdAT1X,Fiin,39
613,4427,"['deathcore', 'progressive deathcore']",2EaeVm1MjlVtsUV0ebT0vB,Monasteries,23
614,1212,"['russian nu metal', 'slayer']",4uIHW758guEB2kTjfmMBc8,Seas on the Moon,29
615,320484,['slayer'],7o6cOczXTB8ioTAAJTbESf,Jinjer,57
616,3153,[],4AWfRAqqxXYzSjjvpUVhm1,Skin & Bones,33
617,369763,['turkish alt pop'],4TdvNk4wmn5DgBFiLDeCj0,Deniz Tekin,57
618,469558,"['bebop', 'contemporary post-bop', 'cool jazz', 'funk', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz']",2ZvrvbQNrHKwjT7qfGFFUW,Herbie Hancock,60
619,286025,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",4Eqd24yS5YcxI8b6Xfuwr8,Eve 6,55
620,101144,"['australian indie folk', 'folk-pop', 'indie anthem-folk', 'indie folk', 'stomp and holler']",6cSxzHrQgGc4I4Ck5Gewej,Sons Of The East,55
621,220228,"['alternative metal', 'gymcore', 'post-screamo', 'rap rock']",4HrkLxQHZ5mgCtIVpiH5QX,From Ashes to New,62
622,348159,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter', 'traditional folk']",0vYQRW5LIDeYQOccTviQNX,Kris Kristofferson,64
623,2977,['modern bollywood'],4RlnRVxKm3jnUzOP4czbIK,Yash Narvekar,57
624,221734,"['alternative dance', 'dance-punk', 'dark clubbing', 'electro house', 'filter house', 'german dance', 'german techno', 'new rave']",62k5LKMhymqlDNo2DWOvvv,Boys Noize,56
625,4308,"['alternative country', 'deep new americana', 'new americana', 'roots americana']",4KcXOZaofRdvBDl0b8LOYM,Logan Ledger,39
626,173528,"['alternative metal', 'canadian rock', 'nu metal', 'pop rock', 'post-grunge']",4nCzT3o7lMgCWBcmdwCMsT,Default,51
627,349,[],36FUrbueTAg6yUYcJuAkAh,Seint Monet,29
628,108321,"['funk', 'neo soul', 'r&b', 'smooth soul', 'urban contemporary']",5jVkC5rSgdK2EPfRAmtbpH,Rahsaan Patterson,44
629,207,[],4JsaF4Y9k8D9ZX1peCBzKH,Papa Doo Run Run,2
630,1831,[],0GNQi6NHsCdC6YoghTUahn,Weapons of Anew,36
631,29712,['viral rap'],0mYBT2Ek76Szd4MqbCgT5R,Championxiii,60
632,9674,"['deep soundtrack', 'italian soundtrack']",78IK4N7NFoD9w8YeniXFYE,Paolo Buonvino,48
633,252,[],0ccv58yNhOu5FERx9Kpvgt,Screen Jazzmaster,48
634,2202,"['drama', 'vintage radio show']",5n4zL9K6NV9tMH4aafGflQ,X Minus One,15
635,2415,[],4Yn4eqGITgZVZnOuRQNE2I,Align,43
636,11724,"['danspunk', 'swedish alternative rock']",4JDLFCiz6ccxa29oA4E0R6,Skitarg,31
637,72108,"['acoustic pop', 'indiecoustica', 'neo mellow']",7hbH1qupmU6HxVBjWJItlq,Dave Barnes,53
638,26897,[],3Kji8hBU9Tqea6pAWRwagQ,Obadiah Parker,43
639,206750,"['french indie pop', 'french indietronica', 'new french touch', 'tropical house']",4eFImh8D3F15dtZk0JQlpT,Fakear,57
640,3993,['idol'],1Rrdi9SnIkdlD52SCtFLyq,Josiah Leming,10
641,106,[],4qA1WfwP7qdDF0IGSfuWR8,Sara Florence,33
642,4672,"['early modern classical', 'impressionism', 'polish classical']",3WLh1Qe8WgEBbb2QJWYYal,Karol Szymanowski,33
643,9541,[],2c7W5Wrgn9aGrqtSFrHa1a,Jimi Charles Moody,36
644,357985,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",3btzEQD6sugImIHPMRgkwV,Wolf Alice,59
645,1510,[],1Zt82Ejt6v5R7zzySu8A1n,Yöurr,34
646,534,['swing revival'],3SQLfVTpkQNXKRueLBRDcs,Four Charms,14
647,40498,"['complextro', 'dark clubbing', 'edm', 'electro house', 'gaming edm']",1ldNdtZX38LAsOk0ciLvb2,F.O.O.L,52
648,54340,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",4seoDLqmOLUf59y72WJP7g,Vic Damone,45
649,209545,"['art pop', 'baltimore indie', 'bubblegrunge', 'indie pop', 'indie rock']",4QkSD9TRUnMtI8Fq1jXJJe,Snail Mail,55
650,12193,"['emo', 'emo punk', 'grunge', 'post-hardcore']",4jzHHEC3qk1j4hnIWPUnsu,Seaweed,31
651,330742,['orlando indie'],6vVztIuqdDHvYWxOEXCzjN,SALES,67
652,2744,"['lovers rock', 'rock steady']",5xYXtdpxl2wwzMBSqvgpM0,Dobby Dobson,25
653,8168,[],0XVq18PWsZQ9dpf550PAP1,$ashc.A.,42
654,21,[],7nyGUnscKzWZJ488ux5ATb,Robert Grant,13
655,61,[],1VcsmBSxaifP1LiG8WtsLA,Stella Kovalyova,51
656,40,[],1tJxl8bnqcg5mcEfa9agRy,Ingegerd Margaux,41
657,29236,"['melbourne bounce', 'melbourne bounce international']",5eSbXcprPmrh8Jyz06VVeV,Uberjak'd,41
658,30200,['gaming edm'],1bNEG4iSClCqQRyZgho3YV,Spektrem,44
659,2348,"['blackened crust', 'voidgaze']",5WtqFR0WBjrFtmr2HjUFA1,Calligram,16
660,73,['poetry'],61fLox0wl2dLq8MrzRHi79,Matthew Arnold,1
661,390,['background music'],0SIxo5o3Jh1i8IjKtZhjcd,Antuigo,41
662,56756,"['disney', 'hollywood', 'movie tunes', 'show tunes']",4N3cNXg5phUzRzuJYYxQlV,Emma Watson,54
663,17807,['indie quebecois'],0da2pDG05vWX87bHrrC64w,Ingrid St-Pierre,40
664,9984,['swedish synthpop'],0sKQUWhiNgW8KBnnM0O7FL,Moto Boy,31
665,580,['zolo'],4WmxgHVlpJrh539uSgoCvi,Fireballet,9
666,26904,"['atmospheric black metal', 'autonomous black metal', 'british black metal', 'celtic metal', 'folk black metal', 'scottish metal', 'uk post-metal', 'voidgaze']",4rHMzJ1RKUMtid1K2QEYbr,Saor,30
667,62948,"['disney', 'hollywood', 'movie tunes', 'show tunes']",5mnS9jJdKQQcRSqFu5YPVe,Auli'i Cravalho,66
668,8579,[],58F5GqfOMje69JMa2LIHD6,Many Voices Speak,37
669,4163,[],6Dj5ptalBwr1kD35IljMeg,Mister Misery,35
670,35700,"['adult standards', 'big band', 'swing', 'vocal jazz']",7FMGtucexJvUxVz7scydEL,Joe Williams,41
671,56781,['british alternative rock'],6xeFne1rkxMhKSW3ipvkdV,Toploader,64
672,2273,[],16XHvtzF0KN8PSvjkkCpTk,Catherine Deneuve,28
673,238763,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",5QySqc6yAFDx9m7fedFZmC,Brennan Heart,68
674,247,[],3HXKpjaFOTglyhoJPk1l6c,Corey Dargel,6
675,66603,"['neo mellow', 'pop rock']",306JHpIRGVaQd6OltnOzUO,Nine Days,52
676,371592,"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock']",0YhUSm86okLWldQVwJkLlP,Bad Suns,62
677,69811,"['alternative country', 'new americana']",2iul6etLF5hjjpxo43rzz7,Lera Lynn,48
678,2506975,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,73
679,16,[],0RU0eLI9MsXfF40bMd6Wh1,Juan Pedro Camoro,39
680,34305,"['bubblegum pop', 'country rock', 'soft rock']",6HX8AbXUFaYRtlqKb4CCo0,Mac Davis,43
681,219789,"['alternative dance', 'chamber psych', 'experimental pop', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'shimmer pop']",1HOeqtP7tHkKNJNLzQ2tnr,Everything Everything,55
682,7318,"['australian shoegaze', 'nu gaze']",3gsBHfj2Ps8IiXEPSexY0Z,Flyying Colours,25
683,176747,"['brazilian bass', 'brazilian edm', 'brazilian house']",6kT18gnkVrCz8xJQcrib7L,Bhaskar,67
684,10308,[],0Vb2DjojEYsasFpc3aTZb6,SEUNGKWAN,44
685,97189,"['arab pop', 'lebanese pop']",04N4sGkSTSxjVfbiItLvTj,Ziad Bourji,47
686,251,[],13Dj1DIYUAAhlmDPdgoDui,Night Poets,54
687,1065,[],2QelCpyRKtvplFEFLcLUZz,Millennial Trash,26
688,19,['poetry'],0afwfMGlzjPXhoPTxCrdoz,May Sarton,2
689,13404,"['disco house', 'vocal house']",6otgz5gkB40UnWFwTy0VDh,Madison Avenue,51
690,34,[],5gxSCckkXsk4hfgjQjtTJg,The Marlow Society,0
691,30236,"['dancehall', 'modern reggae']",2FgooFaZzZy6PUyJImk0kG,Jada Kingdom,50
692,100,[],22MhaBxi8cnS3mm8uv97Eq,Edith Evans,3
